Item_ID	Sentence	PP1	PP1Length	PP2	PP2Length	PNP1cat	PNP2cat	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
16926:22	i said that, i could believe in it in certain instances, but i would be, i'd find it *exp*-1 hard * to levy that against somebody.	in it	2	in certain instances	3	pronoun		1152	 "FEMALE"	 1947	 "SOUTH MIDLAND"	 2	 "GIFT"	75	126	A	2226	311	"BOOKS AND LITERATURE"	2	2	1
17091:30	gosh, if, if i read straight out of the bible to her she'd never understand any of it.	straight out of the bible	5	to her	2		pronoun	1106	 "FEMALE"	 1964	 "SOUTH MIDLAND"	 2	 "GIFT"	142	224	B	2226	311	"BOOKS AND LITERATURE"	2	2	1
17529:24	well, i'm trying *-1 to get back in shape for softball this spring.	back in shape	3	for softball this spring	4			1075	 "FEMALE"	 1957	 "MIXED"	 2	 "CASH"	106	164	B	2229	356	"EXERCISE AND FITNESS"	2	2	2
17638:7	i get into that for, for a little while and maybe go out, uh, on a consistent basis every couple of days and ride a bike for awhile,	into that	2	for a little while	4	fullnp	fullnp	1139	 "MALE"	 1956	 "NORTHERN"	 2	 "CASH"	151	230	A	2229	356	"EXERCISE AND FITNESS"	2	2	2
18096:21	i, you read about it in the paper, every day, somebody who *t*-1's done this, or that, something really horrible	about it	2	in the paper	3	pronoun		1142	 "MALE"	 1963	 "NORTHERN"	 2	 "GIFT"	158	262	B	2241	361	"GARDENING"	2	2	2
18125:90	the people who *t*-1 were there originally, when they, when they changed the laws *-2 to revoke the death penalty *t*-3, are still in there for, are in prison, in quote, for life, and, and are now coming up for parole,	in there	2	for	1			1170	 "MALE"	 1952	 "WESTERN"	 3	 "CASH"	3	11	A	2247	325	"COMPUTERS"	2	2	2
18211:52	i know, 0 in, in the dallas metroplex area, i don't go out hardly if i don't have *-1 to *?* at night by myself	at night	2	by myself	2	fullnp	pronoun	1085	 "MALE"	 1947	 "SOUTH MIDLAND"	 3	 "GIFT"	38	62	B	2247	325	"COMPUTERS"	2	2	2
18388:23	and, uh, i never really, messed with anything, uh, gardening or anything like that until now,	with anything, uh, gardening or anything like that	8	until now	2	fullnp	fullnp	1135	 "FEMALE"	 1963	 "SOUTH MIDLAND"	 2	 "GIFT"	30	53	B	2249	335	"RECYCLING"	2	2	2
18791:7	i used it on, uh, some other machines in days gone by and was real pleased *-1 to leave it.	on, uh, some other machines	5	in days gone by	4	fullnp	fullnp	1140	 "MALE"	 1941	 "SOUTH MIDLAND"	 2	 "GIFT"	54	76	B	2252	338	"SOVIET UNION"	4	2	3
19142:39	they brought, uh, the week after christmas they left a plastic bag *ich*-1 on everybody's front doorknob with a little note on it saying, we're trying something new next week only,	on everybody's front doorknob	5	with a little note on it saying, we're trying something new next week only	15	fullnp	fullnp	1140	 "MALE"	 1941	 "SOUTH MIDLAND"	 2	 "GIFT"	41	70	A	2253	311	"BOOKS AND LITERATURE"	3	2	2
19426:11	and i'm thinking more of it from a nationalistic, you know,	of it	2	from a nationalistic, you know	5	pronoun		1149	 "FEMALE"	 1954	 "NORTH MIDLAND"	 2	 "GIFT"	152	245	B	2253	311	"BOOKS AND LITERATURE"	3	2	2
20170:98	well, uh, my, uh, my family is from, uh, europe from, well, from england and ireland and, uh, have been in this country for, oh, more than a hundred and fifty years almost two hundred years,	in this country	3	for, oh, more than a hundred and fifty years almost two hundred years	13	fullnp	fullnp	1047	 "MALE"	 1963	 "SOUTH MIDLAND"	 2	 "GIFT"	201	308	A	2260	340	"TAXES"	3	3	1
20193:18	so they had *-1 to wait, uh, you know, in, uh, certain parts of europe for years before they were permitted *-2 to come over.	in, uh, certain parts of europe	6	for years	2	fullnp	fullnp	1096	 "FEMALE"	 1963	 "SOUTH MIDLAND"	 2	 "GIFT"	7	12	A	2264	335	"RECYCLING"	2	1	1
20428:24	so i've had *-1 to really switch around from the e z form to the, uh,	from the e z form	5	to the, uh	3	fullnp	fullnp	1098	 "FEMALE"	 1957	 "SOUTH MIDLAND"	 2	 "GIFT"	16	31	B	2266	339	"TV PROGRAMS"	1	1	1
20611:8	so she was at school out here?	at school	2	out here	2	fullnp	fullnp	1098	 "FEMALE"	 1957	 "SOUTH MIDLAND"	 2	 "GIFT"	94	139	B	2266	339	"TV PROGRAMS"	1	1	1
20659:14	and then i have been in human resources for the last two years	in human resources	3	for the last two years	5	fullnp	fullnp	1115	 "MALE"	 1958	 "SOUTH MIDLAND"	 2	 "GIFT"	5	9	A	2275	339	"TV PROGRAMS"	1	2	1
20761:38	well, i know that we have some relatives that *t*-1 live around, like the mumblex area in there,	around, like the mumblex area	5	in there	2	fullnp	fullnp	1026	 "FEMALE"	 1957	 "SOUTHERN"	 2	 "GIFT"	42	75	B	2275	339	"TV PROGRAMS"	1	2	1
20880:28	and, um, like, um, they also take some things at the flower mound dump behind the fire station there,	at the flower mound dump	5	behind the fire station	4	fullnp	fullnp	1026	 "FEMALE"	 1957	 "SOUTHERN"	 2	 "GIFT"	86	150	B	2275	339	"TV PROGRAMS"	1	2	1
21033:18	um, now if i'm ever home during the, during the day on a vacation day, i have *-1 to catch at twelve o'clock the andy griffith show, because i usually, because he's just, he's one of my idles.	during the day	3	on a vacation day	4	fullnp	fullnp	1026	 "FEMALE"	 1957	 "SOUTHERN"	 2	 "GIFT"	148	240	B	2275	339	"TV PROGRAMS"	1	2	1
21857:107	because, you know, um, everything that he taught me *t*-3, you know, that my family taught me *t*-1, which is very hard *-2 to change that all of a sudden from one year to the next and say, i'm sorry, you know.	from one year	3	to the next	3	fullnp	fullnp	1053	 "FEMALE"	 1967	 "SOUTH MIDLAND"	 2	 "GIFT"	7	13	A	2290	360	"FISHING"	1	1	1
22038:6	he came to school up here,	to school	2	up here	2	fullnp	fullnp	1053	 "FEMALE"	 1967	 "SOUTH MIDLAND"	 2	 "GIFT"	83	120	A	2290	360	"FISHING"	1	1	1
22073:15	and, what you see *t*-1 on the t v --s from, you know, in washington and new york.	on the t v --s	5	in washington and new york	5	fullnp	fullnp	1053	 "FEMALE"	 1967	 "SOUTH MIDLAND"	 2	 "GIFT"	97	142	A	2290	360	"FISHING"	1	1	1
22103:8	does it spread out of the neighborhoods into the more the, uh, retired people's community,	out of the neighborhoods	4	into the more the, uh, retired people's community	9			1053	 "FEMALE"	 1967	 "SOUTH MIDLAND"	 2	 "GIFT"	111	159	A	2290	360	"FISHING"	1	1	1
22107:10	but the crime spreads out into the more affluent divisions through robberies, rape and, uh, car crime.	out into the more affluent divisions	6	through robberies, rape and, uh, car crime	7			1053	 "FEMALE"	 1967	 "SOUTH MIDLAND"	 2	 "GIFT"	111	163	A	2290	360	"FISHING"	1	1	1
22192:55	and they have also organized fun activities like gyms, * going to the beach, and * playing volleyball at the beach in the summer,	at the beach	3	in the summer	3	fullnp	fullnp	1053	 "FEMALE"	 1967	 "SOUTH MIDLAND"	 2	 "GIFT"	141	219	A	2290	360	"FISHING"	1	1	1
22194:52	and it seems that * the younger 0 you can get them and get them involved *-1 with programs after school *-3 *t*-2, you might keep them	with programs	2	after school	2	fullnp	fullnp	1101	 "MALE"	 1939	 "SOUTH MIDLAND"	 3	 "GIFT"	142	220	B	2290	360	"FISHING"	1	1	1
22302:49	i mean if the parents aren't supplying it, they've got *-1 to get it from someone else from the schools,	from someone else	3	from the schools	3	fullnp	fullnp	1000	 "FEMALE"	 1954	 "SOUTH MIDLAND"	 1	 "CASH"	39	53	A	2295	305	"CARE OF THE ELDERLY"	2	1	1
22430:31	i, i used *-1 to fish, uh, when i was real young *t*-2, down in galveston with my parents,	down in galveston	3	with my parents	3			1016	 "FEMALE"	 1945	 "SOUTHERN"	 2	 "GIFT"	96	123	B	2295	305	"CARE OF THE ELDERLY"	2	1	1
22606:6	i was out there for a reason.	out there	2	for a reason	3			1108	 "MALE"	 1950	 "NORTHERN"	 2	 "GIFT"	33	55	A	2299	335	"RECYCLING"	1	1	1
22636:9	i would go from one side of the boat to the other,	from one side of the boat	6	to the other	3	fullnp	fullnp	1108	 "MALE"	 1950	 "NORTHERN"	 2	 "GIFT"	43	75	A	2299	335	"RECYCLING"	1	1	1
22958:104	and if you're still capable of *-1 driving and doing those things, then you feel like, well, gee, i'm, you know, i'm isolating myself here for no reason at the moment.	for no reason	3	at the moment	3	fullnp	fullnp	1047	 "MALE"	 1963	 "SOUTH MIDLAND"	 2	 "GIFT"	29	56	A	2302	341	"TRIAL BY JURY"	1	1	1
23009:9	i've talked to my mother about that several times lately,	to my mother	3	about that	2	fullnp	fullnp	1047	 "MALE"	 1963	 "SOUTH MIDLAND"	 2	 "GIFT"	45	90	A	2302	341	"TRIAL BY JURY"	1	1	1
23256:16	and we're just now getting on board to recycling ever since this big earth day thing came out, you know.	on board	2	to recycling	2	fullnp	fullnp	1105	 "FEMALE"	 1944	 "NYC"	 3	 "CASH"	70	108	A	2304	306	"RECIPES/FOOD/COOKING"	3	1	1
23371:14	but what do you do *t*-1 with them in the meantime?	with them	2	in the meantime	3	pronoun		1167	 "MALE"	 1969	 "NORTHERN"	 3	 "CASH"	121	175	B	2304	306	"RECIPES/FOOD/COOKING"	3	1	1
23643:14	in fact, i'm at work out at lewisville.	at work	2	out at lewisville	3	fullnp	fullnp	1169	 "MALE"	 1961	 "NORTH MIDLAND"	 2	 "CASH"	57	93	A	2305	324	"CHOOSING A COLLEGE"	2	3	1
23843:25	my grandparents, my grandfather came to the united states through argentina.	to the united states	4	through argentina	2	fullnp	fullnp	1169	 "MALE"	 1961	 "NORTH MIDLAND"	 2	 "CASH"	133	217	A	2305	324	"CHOOSING A COLLEGE"	2	3	1
23946:23	and then * just cover it and put it in the microwave for just, just two, say two minutes, check it after two minutes *-1 to see if the fish flakes.	in the microwave	3	for just, just two, say two minutes	7	fullnp	fullnp	1086	 "FEMALE"	 1965	 "SOUTHERN"	 2	 "CASH"	8	12	B	2314	354	"DRUG TESTING"	2	2	2
24149:60	my parents, my parents made a mistake in, uh, in *-1 sending my sister to a private institution for the first two years.	to a private institution	4	for the first two years	5	fullnp	fullnp	1086	 "FEMALE"	 1965	 "SOUTHERN"	 2	 "CASH"	90	134	B	2314	354	"DRUG TESTING"	2	2	2
24574:40	uh, well, i think 0 all college players have *-1 to do an initial drug test at a certain point prior to the season	at a certain point	4	prior to the season	4	fullnp	fullnp	1138	 "FEMALE"	 1961	 "SOUTH MIDLAND"	 2	 "CASH"	38	72	B	2324	347	"METRIC SYSTEM"	3	1	2
24625:47	i agree with that. because i know personally myself, 0 i've been in the same job for three years,	in the same job	4	for three years	3	fullnp	fullnp	1083	 "FEMALE"	 1962	 "SOUTHERN"	 2	 "CASH"	59	102	A	2324	347	"METRIC SYSTEM"	3	1	2
24800:13	and *-1 having been through grade school up there and coming down here to high school i can understand why.	through grade school	3	up there	2	fullnp	fullnp	1170	 "MALE"	 1952	 "WESTERN"	 3	 "CASH"	35	67	A	2330	313	"WEATHER CLIMATE"	1	1	2
24800:32	and *-1 having been through grade school up there and coming down here to high school i can understand why.	down here	2	to high school	3			1170	 "MALE"	 1952	 "WESTERN"	 3	 "CASH"	35	67	A	2330	313	"WEATHER CLIMATE"	1	1	2
24810:23	well, that was my experience * going through junior high up there	through junior high	3	up there	2	fullnp	fullnp	1016	 "FEMALE"	 1945	 "SOUTHERN"	 2	 "GIFT"	38	73	B	2330	313	"WEATHER CLIMATE"	1	1	2
24811:11	when i came down south for high school *t*-1 i was just repeating what i'd already done *t*-2. because we were so far advanced.	down south	2	for high school	3			1170	 "MALE"	 1952	 "WESTERN"	 3	 "CASH"	39	74	A	2330	313	"WEATHER CLIMATE"	1	1	2
24815:28	and, uh, you know, i'd been in a parochial school before junior high	in a parochial school	4	before junior high	3	fullnp	fullnp	1016	 "FEMALE"	 1945	 "SOUTHERN"	 2	 "GIFT"	40	77	B	2330	313	"WEATHER CLIMATE"	1	1	2
24875:17	but if *-2 don't work with them as a parent, i think 0 *t*-1 you're putting your child at a big disadvantage.	with them	2	as a parent	3	pronoun		1108	 "MALE"	 1950	 "NORTHERN"	 2	 "GIFT"	7	12	A	2331	362	"GOLF"	1	1	1
25598:35	and then one, one of the guys mentioned to me at work one day if i played golf.	to me	2	at work	2	pronoun		1141	 "MALE"	 1962	 "MIXED"	 3	 "CASH"	117	222	A	2334	304	"CREDIT CARD USE"	2	2	1
25693:24	we mumblex, we have one down here in the summertime.	down here	2	in the summertime	3			1141	 "MALE"	 1962	 "MIXED"	 3	 "CASH"	157	278	A	2334	304	"CREDIT CARD USE"	2	2	1
25694:11	uh, it runs from like five o'clock to seven thirty or eight o'clock, you know, because it doesn't get dark until nine thirty or ten.	from like five o'clock	4	to seven thirty or eight o'clock	6	fullnp	fullnp	1141	 "MALE"	 1962	 "MIXED"	 3	 "CASH"	157	279	A	2334	304	"CREDIT CARD USE"	2	2	1
25701:8	and we play in the summertime out here.	in the summertime	3	out here	2	fullnp	fullnp	1141	 "MALE"	 1962	 "MIXED"	 3	 "CASH"	159	284	A	2334	304	"CREDIT CARD USE"	2	2	1
25855:9	it was done *-1 for me after a while.	for me	2	after a while	3	pronoun		1101	 "MALE"	 1939	 "SOUTH MIDLAND"	 3	 "GIFT"	42	72	B	2336	320	"BUYING A CAR"	1	1	1
25999:6	it's up to fifty-five on the gold card.	up to fifty-five	3	on the gold card	4			1115	 "MALE"	 1958	 "SOUTH MIDLAND"	 2	 "GIFT"	95	164	A	2336	320	"BUYING A CAR"	1	1	1
26087:30	well, * having, having been out of the credit game for some years now, i've gotten used to *-1 either paying in cash or not getting it.	out of the credit game	5	for some years	3			1027	 "FEMALE"	 1961	 "NORTH MIDLAND"	 2	 "CASH"	29	38	B	2349	327	"UNIVERSAL PBLIC SERV"	1	1	3
26518:6	i went to a, a car show down here about, uh, about two weeks ago,	to a, a car show	5	down here	2	fullnp	fullnp	1141	 "MALE"	 1962	 "MIXED"	 3	 "CASH"	73	124	A	2362	353	"PUBLIC EDUCATION"	2	2	2
26555:52	but * to go out and drive, uh, never has really been, had any appeal to me in that regard.	to me	2	in that regard	3	pronoun		1141	 "MALE"	 1962	 "MIXED"	 3	 "CASH"	87	147	A	2362	353	"PUBLIC EDUCATION"	2	2	2
26713:14	and, if you put them in public service right out of high school, then that, that postpones their college, for a year	in public service	3	right out of high school	5	fullnp	fullnp	1141	 "MALE"	 1962	 "MIXED"	 3	 "CASH"	163	233	A	2362	353	"PUBLIC EDUCATION"	2	2	2
27029:17	and, uh, this kid comes to school with his lunch box	to school	2	with his lunch box	4	fullnp	fullnp	1039	 "MALE"	 1943	 "SOUTHERN"	 3	 "GIFT"	75	167	A	2365	350	"PAINTING"			
27345:17	but certain religious groups don't want their children in public schools because the influence.	in public schools	3	because the influence	3	fullnp	fullnp	1069	 "MALE"	 1950	 "SOUTH MIDLAND"	 2	 "GIFT"	57	128	A	2366	308	"MUSIC"	2	1	1
27359:23	and they got sued *-2. got taken *-2 to court by the school system.	to court	2	by the school system	4	fullnp	fullnp	1069	 "MALE"	 1950	 "SOUTH MIDLAND"	 2	 "GIFT"	61	138	A	2366	308	"MUSIC"	2	1	1
27751:9	and i grew up with the beatles and the rolling stones and the whole pot culture during that time and went through that phase and kind of stayed with it i guess 0 *t*-1 for several years after i graduated from college and, and thereafter but have since, uh,	with the beatles and the rolling stones and the whole pot culture	12	during that time	3	fullnp	fullnp	1138	 "FEMALE"	 1961	 "SOUTH MIDLAND"	 2	 "CASH"	152	214	A	2370	329	"WOMEN'S ROLES"	1	1	1
27940:64	i just, you know, i can just drift off into some other world *-3 just listening to that for hours if i ever have the time 0 * to do that *t*-2,	to that	2	for hours	2	fullnp	fullnp	1055	 "FEMALE"	 1965	 "SOUTH MIDLAND"	 2	 "CASH"	65	88	A	2372	325	"COMPUTERS"			
28150:55	that's what i'm doing *t*-1, is * working part time because i can put my kids in a day care situation for a few hours in the, uh, week and use those hours * to do.	in a day care situation	5	for a few hours in the, uh, week	8	fullnp	fullnp	1055	 "FEMALE"	 1965	 "SOUTH MIDLAND"	 2	 "CASH"	149	215	A	2372	325	"COMPUTERS"			
28164:13	so my kids can be in day care for a few hours a week,	in day care	3	for a few hours a week	6	fullnp	fullnp	1149	 "FEMALE"	 1954	 "NORTH MIDLAND"	 2	 "GIFT"	4	6	B	2382	356	"EXERCISE AND FITNESS"	3	3	2
28219:16	i know 0 that was a big thing in our house for a long time was that if i wanted my husband to do something *-1 to help, and even though we were both working the same number of hours, and, and doing things, i had *-2 to come in there specifically and say this needs *-3 to be done *-4,	in our house	3	for a long time	4	fullnp	fullnp	1149	 "FEMALE"	 1954	 "NORTH MIDLAND"	 2	 "GIFT"	22	42	B	2382	356	"EXERCISE AND FITNESS"	3	3	2
28349:11	well, she's usually in bed by this time,	in bed	2	by this time	3	fullnp	fullnp	1149	 "FEMALE"	 1954	 "NORTH MIDLAND"	 2	 "GIFT"	72	123	B	2382	356	"EXERCISE AND FITNESS"	3	3	2
28517:29	but, uh, the way 0 things have changed over the years with the p c and the different programs *t*-1 is just great.	over the years	3	with the p c and the different programs	8	fullnp	fullnp	1149	 "FEMALE"	 1954	 "NORTH MIDLAND"	 2	 "GIFT"	130	232	B	2382	356	"EXERCISE AND FITNESS"	3	3	2
28694:25	and i couldn't believe when i walked in the door on my first day *t*-3 and here's *t*-2 the audit department of this, this huge holding company, *-1 sharing a h p rugged writer.	in the door	3	on my first day	4	fullnp	fullnp	1162	 "MALE"	 1964	 "NORTHERN"	 2	 "GIFT"	8	10	B	2395	349	"NEWS MEDIA"	2	3	1
28703:50	so how are you supposed *-1 to expect *-2 to stay number one when you're behind the times in technology *t*-3 *t*-4.	behind the times	3	in technology	2	fullnp	fullnp	1162	 "MALE"	 1964	 "NORTHERN"	 2	 "GIFT"	12	15	B	2395	349	"NEWS MEDIA"	2	3	1
28874:38	as matter of fact i was the only woman that they had *t*-1 in the field in a management position	in the field	3	in a management position	4	fullnp	fullnp	1055	 "FEMALE"	 1965	 "SOUTH MIDLAND"	 2	 "CASH"	77	123	A	2395	349	"NEWS MEDIA"	2	3	1
28948:8	and i was flat on my back for the last five months with the second one, because that's when i go into labor mumblex *t*-1 four and a half months	for the last five months	5	with the second one	4	fullnp	fullnp	1055	 "FEMALE"	 1965	 "SOUTH MIDLAND"	 2	 "CASH"	105	170	A	2395	349	"NEWS MEDIA"	2	3	1
28992:38	i said, you know, i've got *-1 to put this in writing to me, and because until they put it in writing, i couldn't get my insurance benefits	in writing	2	to me	2	fullnp	pronoun	1055	 "FEMALE"	 1965	 "SOUTH MIDLAND"	 2	 "CASH"	121	198	A	2395	349	"NEWS MEDIA"	2	3	1
29075:22	see i'd want *-1 to be there in the mornings like from nine thirty to ten thirty.	in the mornings	3	from nine thirty to ten thirty	6	fullnp	fullnp	1014	 "FEMALE"	 1947	 "MIXED"	 1	 "GIFT"	24	53	B	2397	364	"HOBBIES AND CRAFTS"	2	1	1
29144:41	and, and then you see that their education *ich*-1 is below the norm throughout of all fifty states.	below the norm	3	throughout of all fifty states	5	fullnp	fullnp	1093	 "FEMALE"	 1960	 "NORTH MIDLAND"	 2	 "GIFT"	47	100	A	2397	364	"HOBBIES AND CRAFTS"	2	1	1
29264:8	and i subscribe to the paper on the weekends.	to the paper	3	on the weekends	3	fullnp	fullnp	1093	 "FEMALE"	 1960	 "NORTH MIDLAND"	 2	 "GIFT"	91	178	A	2397	364	"HOBBIES AND CRAFTS"	2	1	1
29285:8	and i read it on the way in to work on the, in a carpool.	on the way in to work	6	in a carpool	3	fullnp	fullnp	1014	 "FEMALE"	 1947	 "MIXED"	 1	 "GIFT"	96	194	B	2397	364	"HOBBIES AND CRAFTS"	2	1	1
29297:37	so i don't, we don't normally talk about the news at lunch.	about the news	3	at lunch	2	fullnp	fullnp	1093	 "FEMALE"	 1960	 "NORTH MIDLAND"	 2	 "GIFT"	101	201	A	2397	364	"HOBBIES AND CRAFTS"	2	1	1
29298:44	i, i find that i have *-1 to only subscribe to the paper on the weekend, simply because i used *-2 to get it during the week	to the paper	3	on the weekend	3	fullnp	fullnp	1093	 "FEMALE"	 1960	 "NORTH MIDLAND"	 2	 "GIFT"	101	201	A	2397	364	"HOBBIES AND CRAFTS"	2	1	1
29430:133	but there was a, a, a big push *ich*-1 with the local t v stations * to have little hot lines with counselors * to, to help parents learn how *-2 to talk about their war with their children *t*-3.	about their war	3	with their children	3	fullnp	fullnp	1047	 "MALE"	 1963	 "SOUTH MIDLAND"	 2	 "GIFT"	17	22	A	2399	304	"CREDIT CARD USE"	2	2	2
